GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5447	3.26e-04	1.55e-04	0.407	3.783328	1.541063	14.68	POR	cytochrome p450 oxidoreductase
102724687	3.27e-04	1.55e-04	0.519	3.782264	1.964369	15.84	LOC102724687	uncharacterized LOC102724687
105376286	3.28e-04	1.56e-04	0.27	-3.781608	-1.022624	17.62	LOC105376286	uncharacterized LOC105376286
79955	3.28e-04	1.56e-04	0.278	3.781177	1.050893	13.54	PDZD7	PDZ domain containing 7
10284	3.28e-04	1.56e-04	0.185	-3.78114	-0.699464	616.95	SAP18	Sin3A associated protein 18
2632	3.29e-04	1.56e-04	0.268	-3.780728	-1.011551	79.2	GBE1	1,4-alpha-glucan branching enzyme 1
63939	3.30e-04	1.57e-04	0.282	3.779829	1.066803	59.04	FAM217B	family with sequence similarity 217 member B
101927631	3.30e-04	1.57e-04	0.332	-3.779582	-1.253314	15.84	ADNP-AS1	ADNP antisense RNA 1
149041	3.31e-04	1.57e-04	0.227	-3.779203	-0.859616	310.26	RC3H1	ring finger and CCCH-type domains 1
594	3.31e-04	1.58e-04	0.399	3.778704	1.508423	38.93	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
10004	3.32e-04	1.58e-04	0.414	3.778497	1.564447	9.44	NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1
116449	3.32e-04	1.58e-04	0.456	3.778232	1.722299	26.59	CLNK	cytokine dependent hematopoietic cell linker
1843	3.32e-04	1.58e-04	0.466	3.7782	1.758937	123.89	DUSP1	dual specificity phosphatase 1
25766	3.32e-04	1.58e-04	0.286	3.778174	1.081166	9.29	PRPF40B	pre-mRNA processing factor 40 homolog B
586	3.33e-04	1.59e-04	0.256	-3.777048	-0.967572	124.67	BCAT1	branched chain amino acid transaminase 1
56965	3.34e-04	1.59e-04	0.243	-3.776848	-0.915889	67.16	PARP6	poly(ADP-ribose) polymerase family member 6
6009	3.35e-04	1.59e-04	0.258	-3.77583	-0.975202	585.92	RHEB	Ras homolog, mTORC1 binding
2597	3.36e-04	1.60e-04	0.256	-3.775254	-0.967071	18504.69	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
2987	3.36e-04	1.60e-04	0.231	-3.775167	-0.870394	520.13	GUK1	guanylate kinase 1
23438	3.36e-04	1.60e-04	0.332	3.774632	1.252333	35.48	HARS2	histidyl-tRNA synthetase 2, mitochondrial
285349	3.36e-04	1.60e-04	0.406	3.774515	1.53228	15.05	ZNF660	zinc finger protein 660
8622	3.37e-04	1.61e-04	0.392	3.774173	1.478317	16.24	PDE8B	phosphodiesterase 8B
55959	3.37e-04	1.61e-04	0.183	3.773762	0.691871	87.85	SULF2	sulfatase 2
105373311	3.39e-04	1.61e-04	0.277	-3.772897	-1.04379	14.24	LOC105373311	uncharacterized LOC105373311
64411	3.39e-04	1.61e-04	0.367	3.772789	1.383238	14.3	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
105369180	3.39e-04	1.61e-04	0.468	3.772763	1.767445	18.85	LOC105369180	
105377329	3.40e-04	1.62e-04	0.207	3.771997	0.779581	26.36	LOC105377329	uncharacterized LOC105377329
154091	3.41e-04	1.62e-04	0.242	-3.771166	-0.912037	30.09	SLC2A12	solute carrier family 2 member 12
109910382	3.42e-04	1.63e-04	0.297	3.769994	1.120007	2720.27	RNA28SN3	RNA, 28S ribosomal N3
162963	3.42e-04	1.63e-04	0.452	3.769815	1.704184	12.18	ZNF610	zinc finger protein 610
401541	3.44e-04	1.64e-04	0.313	3.768455	1.178006	17.8	CENPP	centromere protein P
84077	3.46e-04	1.65e-04	0.39	3.767371	1.470397	19.93	C3orf20	chromosome 3 open reading frame 20
10239	3.46e-04	1.65e-04	0.188	-3.767114	-0.70989	61.38	AP3S2	adaptor related protein complex 3 subunit sigma 2
553115	3.46e-04	1.65e-04	0.236	-3.766845	-0.889937	456.27	PEF1	penta-EF-hand domain containing 1
105369201	3.46e-04	1.65e-04	0.436	3.766879	1.642992	9.58	GCAWKR	gastric cancer associated WDR5 and KAT2A binding lncRNA
57325	3.47e-04	1.66e-04	0.356	3.766511	1.341797	24.1	KAT14	lysine acetyltransferase 14
27304	3.47e-04	1.66e-04	0.435	3.766099	1.639509	21.29	MOCS3	molybdenum cofactor synthesis 3
8460	3.48e-04	1.66e-04	0.396	3.765677	1.492072	11.53	TPST1	tyrosylprotein sulfotransferase 1
80224	3.49e-04	1.67e-04	0.414	3.76493	1.55961	38.71	NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial
463	3.49e-04	1.67e-04	0.37	3.764706	1.391831	67.51	ZFHX3	zinc finger homeobox 3
56895	3.52e-04	1.68e-04	0.329	3.762591	1.239212	11.24	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
92667	3.52e-04	1.68e-04	0.215	-3.762358	-0.807849	101.2	MGME1	mitochondrial genome maintenance exonuclease 1
9870	3.53e-04	1.69e-04	0.309	3.761436	1.163668	49.29	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1
8609	3.54e-04	1.69e-04	0.162	-3.761083	-0.608882	154.21	KLF7	KLF transcription factor 7
8463	3.54e-04	1.69e-04	0.197	3.760768	0.741468	15.15	TEAD2	TEA domain transcription factor 2
768211	3.55e-04	1.70e-04	0.26	3.760479	0.978064	57.58	RELL1	RELT like 1
63935	3.56e-04	1.70e-04	0.242	-3.759742	-0.908224	282.91	PCIF1	phosphorylated CTD interacting factor 1
339175	3.56e-04	1.70e-04	0.334	3.759695	1.257495	19.18	METTL2A	methyltransferase 2A, methylcytidine
6286	3.57e-04	1.71e-04	0.328	-3.758564	-1.234055	14.08	S100P	S100 calcium binding protein P
8566	3.57e-04	1.71e-04	0.326	3.758414	1.226582	30.88	PDXK	pyridoxal kinase
105374121	3.58e-04	1.71e-04	0.443	3.758017	1.663156	25.79	LOC105374121	uncharacterized LOC105374121
109864271	3.58e-04	1.71e-04	0.161	-3.758019	-0.605018	18974.67	RNA45SN4	RNA, 45S pre-ribosomal N4
26015	3.58e-04	1.71e-04	0.381	3.75788	1.429929	18.97	RPAP1	RNA polymerase II associated protein 1
26175	3.59e-04	1.72e-04	0.408	3.757219	1.533214	18.33	LYSET	lysosomal enzyme trafficking factor
10316	3.59e-04	1.72e-04	0.418	3.757054	1.568767	14.41	NMUR1	neuromedin U receptor 1
4018	3.59e-04	1.72e-04	0.439	3.75699	1.649695	10.29	LPA	lipoprotein(a)
107986182	3.60e-04	1.72e-04	0.295	3.756394	1.109552	44.67	LOC107986182	uncharacterized LOC107986182
10664	3.60e-04	1.72e-04	0.198	-3.756318	-0.74226	547.53	CTCF	CCCTC-binding factor
8701	3.60e-04	1.73e-04	0.265	3.755978	0.995079	37.69	DNAH11	dynein axonemal heavy chain 11
54499	3.60e-04	1.73e-04	0.263	3.755795	0.986217	88.46	TMCO1	transmembrane and coiled-coil domains 1
7757	3.61e-04	1.73e-04	0.46	3.7552	1.727537	14.81	ZNF208	zinc finger protein 208
84269	3.61e-04	1.73e-04	0.211	3.755081	0.79413	26.52	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
5930	3.61e-04	1.73e-04	0.194	-3.755115	-0.728731	261.66	RBBP6	RB binding protein 6, ubiquitin ligase
55733	3.61e-04	1.73e-04	0.497	3.755011	1.865867	25.61	HHAT	hedgehog acyltransferase
101927702	3.61e-04	1.73e-04	0.31	-3.754967	-1.162686	25.74	LOC101927702	uncharacterized LOC101927702
9869	3.63e-04	1.74e-04	0.208	3.753985	0.779772	40.95	SETDB1	SET domain bifurcated histone lysine methyltransferase 1
29946	3.64e-04	1.75e-04	0.367	3.75323	1.377014	19.1	SERTAD3	SERTA domain containing 3
6635	3.64e-04	1.75e-04	0.206	3.75319	0.773659	48.5	SNRPE	small nuclear ribonucleoprotein polypeptide E
4830	3.65e-04	1.75e-04	0.253	3.752459	0.94802	20.15	NME1	NME/NM23 nucleoside diphosphate kinase 1
55650	3.66e-04	1.76e-04	0.381	3.751542	1.42999	11.32	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
1649	3.66e-04	1.76e-04	0.352	3.751575	1.320903	29.39	DDIT3	DNA damage inducible transcript 3
130749	3.66e-04	1.76e-04	0.402	3.751502	1.508257	27.84	CPO	carboxypeptidase O
7067	3.67e-04	1.76e-04	0.286	-3.750518	-1.072417	27.51	THRA	thyroid hormone receptor alpha
8665	3.68e-04	1.77e-04	0.212	3.750085	0.796442	297.9	EIF3F	eukaryotic translation initiation factor 3 subunit F
163059	3.68e-04	1.77e-04	0.434	3.749979	1.626168	22.18	ZNF433	zinc finger protein 433
80152	3.68e-04	1.77e-04	0.255	-3.749847	-0.957146	878.14	CENPT	centromere protein T
56911	3.68e-04	1.77e-04	0.259	-3.749714	-0.970893	126005.38	MAP3K7CL	MAP3K7 C-terminal like
4778	3.69e-04	1.77e-04	0.245	-3.749541	-0.920435	3323.25	NFE2	nuclear factor, erythroid 2
100188893	3.69e-04	1.78e-04	0.171	-3.748881	-0.639985	206.96	TOMM6	translocase of outer mitochondrial membrane 6
256710	3.72e-04	1.79e-04	0.379	3.747312	1.421344	15.08	GLIPR1L1	GLIPR1 like 1
8508	3.72e-04	1.79e-04	0.362	3.747189	1.355404	29.59	NIPSNAP1	nipsnap homolog 1
339488	3.72e-04	1.79e-04	0.433	3.746842	1.623001	11.98	TFAP2E	transcription factor AP-2 epsilon
1588	3.72e-04	1.79e-04	0.371	-3.746722	-1.388498	30.73	CYP19A1	cytochrome P450 family 19 subfamily A member 1
23585	3.73e-04	1.79e-04	0.252	-3.746394	-0.943881	4733.7	TMEM50A	transmembrane protein 50A
4522	3.73e-04	1.80e-04	0.321	3.746098	1.201927	42.78	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
10591	3.74e-04	1.80e-04	0.343	3.745663	1.285101	11.75	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
285331	3.74e-04	1.80e-04	0.157	3.745529	0.588924	87.99	CCDC66	coiled-coil domain containing 66
126074	3.74e-04	1.80e-04	0.304	3.7454	1.138467	17.95	SWSAP1	SWIM-type zinc finger 7 associated protein 1
6645	3.75e-04	1.80e-04	0.394	3.74511	1.477097	62.1	SNTB2	syntrophin beta 2
8241	3.75e-04	1.80e-04	0.291	3.745	1.089211	27.39	RBM10	RNA binding motif protein 10
10048	3.75e-04	1.80e-04	0.206	-3.744915	-0.770687	128.47	RANBP9	RAN binding protein 9
79096	3.76e-04	1.81e-04	0.233	-3.744297	-0.871639	202.23	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1
57826	3.76e-04	1.81e-04	0.209	-3.743909	-0.783435	157.88	RAP2C	RAP2C, member of RAS oncogene family
92014	3.76e-04	1.81e-04	0.205	-3.743722	-0.769273	104.02	SLC25A51	solute carrier family 25 member 51
400961	3.76e-04	1.81e-04	0.381	3.74358	1.426641	20.81	PAIP2B	poly(A) binding protein interacting protein 2B
11037	3.77e-04	1.82e-04	0.202	-3.74316	-0.757342	119.48	STON1	stonin 1
101929756	3.78e-04	1.82e-04	0.333	-3.742605	-1.245425	123.47	LOC101929756	uncharacterized LOC101929756
200916	3.78e-04	1.82e-04	0.28	3.742507	1.047129	31.03	RPL22L1	ribosomal protein L22 like 1
57709	3.80e-04	1.83e-04	0.522	3.74079	1.951223	15.93	SLC7A14	solute carrier family 7 member 14
27346	3.80e-04	1.83e-04	0.227	3.740731	0.850826	24.33	TMEM97	transmembrane protein 97
10286	3.82e-04	1.84e-04	0.321	3.739868	1.198963	75.5	BCAS2	BCAS2 pre-mRNA processing factor
9724	3.85e-04	1.86e-04	0.221	-3.737921	-0.82584	55.93	UTP14C	UTP14C small subunit processome component
4520	3.85e-04	1.86e-04	0.32	3.737333	1.196031	60.65	MTF1	metal regulatory transcription factor 1
84437	3.85e-04	1.86e-04	0.428	3.737314	1.60138	15.65	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils
28526	3.85e-04	1.86e-04	0.234	3.737299	0.873385	200.85	TRDC	T cell receptor delta constant
27315	3.88e-04	1.87e-04	0.366	3.73571	1.368264	19.85	PGAP2	post-GPI attachment to proteins 2
9349	3.90e-04	1.89e-04	0.15	3.7339	0.558336	628.44	RPL23	ribosomal protein L23
23113	3.92e-04	1.89e-04	0.357	3.73308	1.33308	29.76	CUL9	cullin 9
81890	3.92e-04	1.89e-04	0.375	3.732759	1.398116	13.2	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1
388272	3.94e-04	1.90e-04	0.198	-3.731782	-0.739822	149.61	C16orf87	chromosome 16 open reading frame 87
107984986	3.94e-04	1.90e-04	0.288	-3.731641	-1.073022	20.65	LOC107984986	
11004	3.95e-04	1.91e-04	0.392	3.731123	1.461222	16.51	KIF2C	kinesin family member 2C
2335	3.96e-04	1.91e-04	0.436	3.730252	1.628114	25.41	FN1	fibronectin 1
245973	3.96e-04	1.91e-04	0.217	3.730037	0.808763	34.16	ATP6V1C2	ATPase H+ transporting V1 subunit C2
10413	3.96e-04	1.92e-04	0.53	3.729952	1.975959	18.36	YAP1	Yes1 associated transcriptional regulator
342618	3.97e-04	1.92e-04	0.2	-3.729322	-0.744034	694.02	SLFN14	schlafen family member 14
26030	3.99e-04	1.93e-04	0.184	-3.728394	-0.687259	54.56	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
5184	4.01e-04	1.94e-04	0.263	-3.726573	-0.978376	111.55	PEPD	peptidase D
64645	4.02e-04	1.95e-04	0.198	-3.725952	-0.736227	194.2	MFSD14A	major facilitator superfamily domain containing 14A
9275	4.03e-04	1.95e-04	0.281	-3.725596	-1.046781	106.92	BCL7B	BAF chromatin remodeling complex subunit BCL7B
22844	4.03e-04	1.95e-04	0.473	3.725551	1.763705	16.63	FRMPD1	FERM and PDZ domain containing 1
9638	4.03e-04	1.95e-04	0.401	3.725486	1.495346	26.39	FEZ1	fasciculation and elongation protein zeta 1
10181	4.03e-04	1.95e-04	0.256	3.725389	0.952555	131.39	RBM5	RNA binding motif protein 5
94274	4.03e-04	1.95e-04	0.301	-3.725051	-1.121011	342.49	PPP1R14A	protein phosphatase 1 regulatory inhibitor subunit 14A
8087	4.04e-04	1.95e-04	0.176	3.724823	0.655803	106.78	FXR1	FMR1 autosomal homolog 1
101927741	4.04e-04	1.96e-04	0.443	3.72442	1.650419	33.16	LOC101927741	uncharacterized LOC101927741
93129	4.04e-04	1.96e-04	0.244	-3.724403	-0.909177	92.9	ORAI3	ORAI calcium release-activated calcium modulator 3
1777	4.04e-04	1.96e-04	0.377	3.724399	1.404015	13.41	DNASE2	deoxyribonuclease 2, lysosomal
8618	4.05e-04	1.96e-04	0.501	3.723929	1.86754	15.81	CADPS	calcium dependent secretion activator
10721	4.05e-04	1.96e-04	0.44	3.723888	1.638443	33.51	POLQ	DNA polymerase theta
4012	4.05e-04	1.96e-04	0.162	-3.723872	-0.604176	337.08	LNPEP	leucyl and cystinyl aminopeptidase
79036	4.05e-04	1.96e-04	0.201	-3.723619	-0.746835	323.86	KXD1	KxDL motif containing 1
23461	4.06e-04	1.97e-04	0.348	3.723374	1.294298	41.5	ABCA5	ATP binding cassette subfamily A member 5
129684	4.06e-04	1.97e-04	0.53	3.723317	1.973926	16.72	CNTNAP5	contactin associated protein family member 5
59338	4.06e-04	1.97e-04	0.285	3.723171	1.061659	104.81	PLEKHA1	pleckstrin homology domain containing A1
51741	4.07e-04	1.97e-04	0.218	-3.722619	-0.81216	91.73	WWOX	WW domain containing oxidoreductase
6967	4.08e-04	1.98e-04	0.312	3.721719	1.162516	12.37	TRGC2	T cell receptor gamma constant 2
26276	4.08e-04	1.98e-04	0.368	3.72168	1.368827	29	VPS33B	VPS33B late endosome and lysosome associated
10066	4.09e-04	1.98e-04	0.209	-3.721012	-0.778121	361.45	SCAMP2	secretory carrier membrane protein 2
3840	4.09e-04	1.99e-04	0.153	-3.720797	-0.570444	169.33	KPNA4	karyopherin subunit alpha 4
100507602	4.09e-04	1.99e-04	0.211	-3.720687	-0.783853	111.91	TRIM52-AS1	TRIM52 antisense RNA 1 (head to head)
3658	4.12e-04	2.00e-04	0.231	3.718888	0.858744	111.01	IREB2	iron responsive element binding protein 2
9361	4.12e-04	2.00e-04	0.349	3.718773	1.296356	10.8	LONP1	lon peptidase 1, mitochondrial
105370108	4.13e-04	2.00e-04	0.47	3.718609	1.749064	15.05	LOC105370108	uncharacterized LOC105370108
11025	4.13e-04	2.00e-04	0.31	3.718416	1.152337	55.03	LILRB3	leukocyte immunoglobulin like receptor B3
144195	4.13e-04	2.01e-04	0.165	-3.718013	-0.612677	79.23	SLC2A14	solute carrier family 2 member 14
64582	4.13e-04	2.01e-04	0.359	3.718043	1.334244	14.84	GPR135	G protein-coupled receptor 135
7514	4.15e-04	2.02e-04	0.138	-3.716879	-0.511842	244.54	XPO1	exportin 1
80070	4.15e-04	2.02e-04	0.495	3.716913	1.839082	20.28	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20
103910	4.16e-04	2.02e-04	0.232	-3.71655	-0.862384	3568.52	MYL12B	myosin light chain 12B
79839	4.16e-04	2.02e-04	0.405	3.716481	1.506494	16.47	CCDC102B	coiled-coil domain containing 102B
84905	4.16e-04	2.02e-04	0.403	3.716239	1.49922	13.33	ZNF341	zinc finger protein 341
1431	4.16e-04	2.02e-04	0.188	-3.716079	-0.699553	174.14	CS	citrate synthase
51647	4.16e-04	2.02e-04	0.197	-3.716005	-0.730494	146.03	CIAO2B	cytosolic iron-sulfur assembly component 2B
91749	4.17e-04	2.03e-04	0.379	3.71572	1.407984	26.32	MFSD4B	major facilitator superfamily domain containing 4B
728622	4.19e-04	2.04e-04	0.186	-3.714267	-0.690685	48.88	SKP1P2	S-phase kinase associated protein 1 pseudogene 2
168374	4.21e-04	2.05e-04	0.321	3.713229	1.192967	30.4	ZNF92	zinc finger protein 92
25925	4.21e-04	2.05e-04	0.434	3.713105	1.611391	12.83	ZNF521	zinc finger protein 521
149951	4.21e-04	2.05e-04	0.249	-3.712717	-0.925335	1532.04	COMMD7	COMM domain containing 7
3034	4.22e-04	2.05e-04	0.39	3.712162	1.449131	26.32	HAL	histidine ammonia-lyase
65082	4.26e-04	2.07e-04	0.246	3.710076	0.911806	50.16	VPS33A	VPS33A core subunit of CORVET and HOPS complexes
410	4.26e-04	2.08e-04	0.291	-3.709637	-1.080834	80.32	ARSA	arylsulfatase A
100287036	4.26e-04	2.08e-04	0.259	-3.709559	-0.959611	838.99	LOC100287036	uncharacterized LOC100287036
55677	4.27e-04	2.08e-04	0.29	3.709402	1.074852	54.59	IWS1	interacts with SUPT6H, CTD assembly factor 1
102724093	4.29e-04	2.09e-04	0.34	3.708114	1.261298	12.96	LOC102724093	golgin subfamily A member 6-like protein 4
23646	4.29e-04	2.09e-04	0.281	-3.708006	-1.042815	110.23	PLD3	phospholipase D family member 3
51015	4.29e-04	2.09e-04	0.278	-3.707688	-1.030302	77.11	ISOC1	isochorismatase domain containing 1
9205	4.29e-04	2.09e-04	0.17	-3.707566	-0.6317	197.2	ZMYM5	zinc finger MYM-type containing 5
567	4.30e-04	2.10e-04	0.254	-3.70721	-0.943077	788115.97	B2M	beta-2-microglobulin
23229	4.30e-04	2.10e-04	0.337	3.707163	1.250662	29.21	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
55322	4.34e-04	2.11e-04	0.233	-3.704915	-0.863841	104.63	C5orf22	chromosome 5 open reading frame 22
9016	4.34e-04	2.12e-04	0.398	3.70469	1.475714	11.46	SLC25A14	solute carrier family 25 member 14
9530	4.35e-04	2.12e-04	0.231	-3.704297	-0.856461	138.43	BAG4	BAG cochaperone 4
286826	4.36e-04	2.13e-04	0.349	3.703187	1.292301	19.55	LIN9	lin-9 DREAM MuvB core complex component
55288	4.39e-04	2.14e-04	0.236	3.70195	0.872219	69.49	RHOT1	ras homolog family member T1
286148	4.39e-04	2.14e-04	0.326	3.701818	1.205736	21.04	DPY19L4	dpy-19 like 4
2058	4.40e-04	2.15e-04	0.231	3.70125	0.856629	129.42	EPRS1	glutamyl-prolyl-tRNA synthetase 1
26040	4.40e-04	2.15e-04	0.387	3.701149	1.433585	63.22	SETBP1	SET binding protein 1
79020	4.41e-04	2.15e-04	0.269	-3.700617	-0.996472	168.54	C7orf25	chromosome 7 open reading frame 25
153733	4.41e-04	2.15e-04	0.358	3.700318	1.325398	21.98	CCDC112	coiled-coil domain containing 112
10538	4.41e-04	2.15e-04	0.362	3.700162	1.339317	14.06	BATF	basic leucine zipper ATF-like transcription factor
107986698	4.41e-04	2.16e-04	0.356	3.700004	1.316702	22.31	LOC107986698	
154810	4.42e-04	2.16e-04	0.23	-3.699741	-0.851007	36.21	AMOTL1	angiomotin like 1
81627	4.42e-04	2.16e-04	0.281	3.69965	1.038455	30.32	TRMT1L	tRNA methyltransferase 1 like
23162	4.44e-04	2.17e-04	0.334	3.698287	1.235649	10.91	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
401233	4.44e-04	2.17e-04	0.233	-3.698203	-0.862568	245.43	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2
105370312	4.45e-04	2.17e-04	0.582	3.697994	2.152065	39.18	LOC105370312	uncharacterized LOC105370312
53838	4.45e-04	2.18e-04	0.298	-3.697567	-1.101446	38.83	C11orf24	chromosome 11 open reading frame 24
4245	4.48e-04	2.19e-04	0.252	3.696123	0.930019	68.18	MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
7227	4.48e-04	2.19e-04	0.296	3.696094	1.09355	52.59	TRPS1	transcriptional repressor GATA binding 1
79807	4.49e-04	2.20e-04	0.379	3.695277	1.399579	14.58	GSTCD	glutathione S-transferase C-terminal domain containing
10345	4.50e-04	2.20e-04	0.463	3.694518	1.709697	23.64	TRDN	triadin
100526783	4.51e-04	2.21e-04	0.191	-3.693895	-0.70612	59.43	ARPIN-AP3S2	ARPIN-AP3S2 readthrough
10653	4.52e-04	2.21e-04	0.283	-3.693522	-1.047078	2017.55	SPINT2	serine peptidase inhibitor, Kunitz type 2
79789	4.52e-04	2.21e-04	0.22	-3.693358	-0.813657	1606.94	CLMN	calmin
375260	4.54e-04	2.22e-04	0.216	-3.692459	-0.798559	63.41	WASH2P	WASP family homolog 2, pseudogene
64425	4.55e-04	2.23e-04	0.411	3.691786	1.518128	17.15	POLR1E	RNA polymerase I subunit E
55924	4.55e-04	2.23e-04	0.279	-3.691616	-1.029942	182.88	INKA2	inka box actin regulator 2
28512	4.56e-04	2.23e-04	0.211	3.691386	0.777656	21.95	NKIRAS1	NFKB inhibitor interacting Ras like 1
101928153	4.56e-04	2.23e-04	0.246	-3.690898	-0.907679	131.41	ITGA9-AS1	ITGA9 antisense RNA 1
10243	4.56e-04	2.23e-04	0.389	3.690934	1.437573	13.84	GPHN	gephyrin
29127	4.56e-04	2.24e-04	0.406	3.690778	1.499159	21.04	RACGAP1	Rac GTPase activating protein 1
2966	4.58e-04	2.24e-04	0.259	3.689963	0.957463	26.41	GTF2H2	general transcription factor IIH subunit 2
5089	4.58e-04	2.25e-04	0.189	-3.689686	-0.696896	28.13	PBX2	PBX homeobox 2
79838	4.58e-04	2.25e-04	0.403	3.689665	1.488282	17.17	TMC5	transmembrane channel like 5
205327	4.59e-04	2.25e-04	0.237	-3.689309	-0.872669	81.87	C2orf69	chromosome 2 open reading frame 69
443	4.59e-04	2.25e-04	0.539	3.689103	1.987173	20.85	ASPA	aspartoacylase
4534	4.59e-04	2.25e-04	0.235	-3.689048	-0.867536	96.48	MTM1	myotubularin 1
112479	4.60e-04	2.26e-04	0.249	-3.688416	-0.917589	36.48	ERI2	ERI1 exoribonuclease family member 2
285513	4.60e-04	2.26e-04	0.363	3.68837	1.339468	35.56	GPRIN3	GPRIN family member 3
10950	4.60e-04	2.26e-04	0.268	-3.688262	-0.989025	42.24	BTG3	BTG anti-proliferation factor 3
239	4.63e-04	2.27e-04	0.259	-3.686622	-0.953908	3407.55	ALOX12	arachidonate 12-lipoxygenase, 12S type
56259	4.63e-04	2.27e-04	0.213	-3.686648	-0.783719	136.67	CTNNBL1	catenin beta like 1
10919	4.64e-04	2.28e-04	0.313	3.686254	1.153783	21.64	EHMT2	euchromatic histone lysine methyltransferase 2
29098	4.65e-04	2.28e-04	0.266	3.685719	0.979837	15.11	RANGRF	RAN guanine nucleotide release factor
7551	4.65e-04	2.28e-04	0.29	3.685461	1.069097	52.63	ZNF3	zinc finger protein 3
51673	4.65e-04	2.28e-04	0.409	3.685359	1.507178	14.99	TPPP3	tubulin polymerization promoting protein family member 3
728190	4.66e-04	2.29e-04	0.274	-3.68483	-1.011219	510.83	NUTM2A-AS1	NUTM2A antisense RNA 1
51131	4.66e-04	2.29e-04	0.239	3.684618	0.880387	29.9	PHF11	PHD finger protein 11
2622	4.68e-04	2.30e-04	0.379	3.683679	1.396537	14.99	GAS8	growth arrest specific 8
80020	4.68e-04	2.30e-04	0.43	3.683717	1.585648	14.36	FOXRED2	FAD dependent oxidoreductase domain containing 2
677	4.69e-04	2.30e-04	0.18	3.683337	0.663676	197.92	ZFP36L1	ZFP36 ring finger protein like 1
79728	4.69e-04	2.30e-04	0.349	3.68322	1.286057	30.47	PALB2	partner and localizer of BRCA2
51696	4.69e-04	2.30e-04	0.187	-3.683023	-0.688508	200.45	HECA	hdc homolog, cell cycle regulator
100507547	4.70e-04	2.31e-04	0.324	-3.682673	-1.191997	18.59	LOC100507547	uncharacterized LOC100507547
8553	4.70e-04	2.31e-04	0.357	3.682427	1.314138	28.09	BHLHE40	basic helix-loop-helix family member e40
10492	4.72e-04	2.32e-04	0.189	3.681317	0.694837	152.13	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
105378808	4.73e-04	2.33e-04	0.379	3.680533	1.393774	10.97	LOC105378808	uncharacterized LOC105378808
22837	4.73e-04	2.33e-04	0.313	3.680537	1.15207	23.22	COBLL1	cordon-bleu WH2 repeat protein like 1
339789	4.74e-04	2.33e-04	0.31	3.680243	1.139714	20.99	LINC00299	long intergenic non-protein coding RNA 299
